qid,intent,product,question,answer
179,malfunction,P1,商米P1屏幕右上角的LED灯在哪些场景会起作用,"P1的LED灯是根据银联标准而设立的安全指示灯，平时是用于IC卡和NFC刷卡过程中提示交易步骤（遵循QCUP 009.1-2015 销售点终端（POS）应用规范）。
如果P1的安全机制被触发，那么指示灯常亮和闪烁就代表了不同的被触发位置，方便维修判断。除此之外该指示灯不可作为其他用途。"
180,malfunction,P1,商米P1LED指示灯状态说明,"未就绪：所有指示灯熄灭
空闲状态：蓝灯每间隔5秒闪烁一次，每次亮灯时长大约200 毫秒，其它灯不亮。
激活卡片：蓝灯常亮
交易处理：
（1）读卡器只处理支付应用时，蓝灯仍然保持常亮，黄色灯亮起
（2）读卡器完成卡片支付数据读取并正在处理非支付应用数据时黄色指示灯亮
移出卡片：蓝灯、黄灯仍然保持常亮，并且持蜂鸣音常响.
交易成功:维持移出卡片时的状态，并显示交易成功。绿灯亮起，三色灯同时亮至少750 毫秒后，全部熄灭。（对于联机交易，绿色指示灯闪烁，直至发卡方认证结束）。
交易失败：红灯常亮，并显示相应的错误信息，包括：多卡冲突、转接触式或磁条方式交易、卡片未移出等.并蜂鸣器短响且会持续."
181,malfunction,P1,商米P1支持哪类IC卡片支持哪类非接卡,商米P1的IC读卡器符合ISO7816、PBOC3.0和EMV 2000标准，支持此标准的IC卡；非接触卡读卡器支持运行在 13.56Mhz频段、符合ISO/ICE 14443 TypeA/B标准的NFC卡和Mifare卡。
182,introduction,M1,商米M1外观介绍,"1. 电源键:
短按：点亮屏幕，锁定屏幕。
长按：关机状态下，长按2-3秒开机；
      使用状态下，长按2-3秒，可选择关机或重启。
      死机状态下，长按13秒，自动重启。
2. 音量键:
调节音量大小（可设置为快速扫码键，需要应用支持）。
3. 返回键:
点击返回之前屏幕。
4. 主屏幕键:
点击可快速回到主屏幕。
5. 菜单键:
点击可快速查看后台运行的程序；
选择应用程序并侧滑，即可关闭此应用。
6. 耳机孔:
可外接音响/接入个人刷卡POS（需应用支持）。
MICRO USB调试接口
仅适用于开发者调试，此接口不支持充电
7. SIM卡插槽:
注意：本插槽使用标准SIM卡，需用Nano-SIM、
Micro-SIM卡请使用转换卡座；插入或取出sim卡时，
请先关机，若开机状态下插拔可能造成机器故障。
· 平移打开SIM卡盖；
· 按图示方向，插入/取出SIM卡；
· 按平移方向盖紧卡盖。
（SIM卡支持联通版3G及联通版/移动版2G网络）
8. 摄像头:
只能用于近距离（6cm-20cm）扫码。
9. 充电触点:
用于与底座接触进行充电。
（避免与水、金属物体、其他带电设备接触）

"
183,introduction,M1,商米M1充电及电池说明,"建议您在打开并开始使用商米机器前，先为电池充电。设备只支持充电底座充电，不支持USB线充电。
· 将底座适配器插入市电插座； 
· 将机器按图示方向放入充电底座；
· 正在充电，屏幕会有相应图标显示 ；
· 若无出现充电图标，请检查机器放入充电底座方向是否正确。
· 电池从零至充满需要3小时"
184,introduction,M1,商米M1电池说明注意事项,"· 设备选配的是3.7V/3000mAh的不可拆卸内置式锂电池，请勿自行拆卸。
· 为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。
· 如果在同时运行应用和上网的同时为电池充电，商米机器可能会发热。这是正常现象。
· 为安全起见，电池可能会因避免过热而停止充电。
· 请避免在炎热环境中为电池充电。"
185,introduction,M1,商米M1安装SIM卡说明,"设备支持中国联通3G和中国移动2G网络的SIM卡，使用标准大小的 SIM 卡(未经裁剪普通的卡型)。
由于设备不支持热插拔，请在关机状态下，插入相应的SIM卡，再开机。
操作步骤如下：
1.按住电源键2秒，点击关机。
2.用大拇指或食指打开设备左侧的SIM卡插槽盖。
3.将SIM 卡截角处朝上放入SIM卡槽，最终SIM 卡截角外露在卡槽外。
4.关闭插槽盖。"
186,introduction,M1,商米M1开机设置说明,"初次开启商米设备，激活设备只需简单几步：
·长按电源键2-3秒，屏幕点亮，进入首次开机界面，点击【开始设置】按提示操作即可。本机可选择2种上网模式。
连接WLAN
·点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
通过SIM卡连网
·若要通过SIM卡联网，可在连接WLAN页面，点击【我想通过SIM卡连网】。
注册商米账号/用已有账号登录
·点击【注册新账号】/【用已有账号登录】可注册或登录商米账号，通过商米账号，您可以使用“用户反馈”在线反馈并获得帮助、定位辅助找回丢失设备等服务。如果暂不需要，可以点击【跳过】，完成激活设备。"
187,function,M1,商米M1如何下载／使用应用,相关应用可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
188,function,M1,商米M1充电底座维护,"1. 保持充电顶针、充电触片表面光滑，不积油、积水。
2. 如有污渍油污，请用棉签沾酒精擦拭。"
189,function,M1,商米M1电池维护,电池维护：为保护电池的使用寿命，建议随时充电，不要等到电池耗光后再充电。当设备低电量并想长时间存放不用时，请先充满电，避免电量耗光损坏电池。
190,function,M1,商米M1设备支持哪些运营商的SIM卡,M1支持联通的3G/2G和移动2G网络，建议使用联通SIM卡。
191,function,M1,商米M1如何连接移动网络,"1.确认机具已放入SIM卡(支持联通3G/2G和移动2G）
2.从屏幕顶部下滑，在快捷开关中点选(运营商名称)将“移动数据网络”开关开启。"
192,function,M1,商米M1如何查看流量使用情况,请您进入设置 -> 流量使用情况，可分别查看移动网络 或 WLAN的流量使用情况。
193,function,M1,商米M1是否支持拨打电话和发送接收短信,M1 属于WCDMA无线数据终端，由于工信部限制的原因，插入SIM卡主要用作移动网络连接使用，不支持电话和短信功能。
194,function,M1,商米M1商米设备是否和其他安卓手机一样能支持WiFi热点分享吗,不支持，有些合作伙伴自己来承担商户的流量资费，为了防止用户滥用流量，商米在SUNMIUI中剪裁掉了Android原有的热点功能。
195,function,M1,商米M1如何使用设备截屏,同时按下电源键和音量下按键 2秒，截取的图片可以在“图库”>“屏幕截图”中查看。（注：如果设置了音量键自定义功能键将无法使用快捷键截图，可以到设置中关闭该功能）
196,function,M1,商米M1如何设置快速打开应用的快捷键,M1加入了音量键自定义功能，您可以在“设置->音量键自定义”中设置单按上、下音量键快捷开启指定应用的功能，注意：开启此功能会影响音量键调节音量功能不可用。
197,function,M1,商米M1屏幕顶部出现的禁止图标经是什么,"屏幕顶部状态栏的禁止图标是开启了勿扰模式，机器将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
198,function,M1,商米M1屏幕顶部出现的星号图标是什么,"屏幕顶部状态栏的禁止图标是开启了勿扰模式的优先打扰，允许特定联系人来电或短信通知，其他应用通知将会静音。您可以按下音量加按键，将声音模式改为""全部""。"
199,function,M1,商米M1设备上的用户反馈有什么作用,商米为了更好更及时的收集客户反馈及解决客户疑问、同时不断吸取建议优化商米设备，故商米在旗下设备上专门设立“用户反馈”功能，凡商米用户，只需注册商米账号，即可随时将设备的使用疑问、体会、建议、心得等填写上传，我们会每日查看用户所提交的内容并做相应回答。
200,function,M1,商米M1设备上的耗材商城有什么用,商米设备用户可在设备“耗材商城”内购买商米相应耗材，如打印纸等，后续商米商城内的产品会越来越丰富，敬请期待。
201,function,M1,商米M1应用市场中找不到要下载的APP如何安装第三方APP,"首先，请查看机具是哪个渠道商出货的机具，步骤：点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
如果标记名称是“SUNMI”代表是属于商米直接销售或代理商出货的机具，使用者可以从商米应用市场下载公共池内现有的应用。至于应用市场没有的应用，也支持自行安装：通过浏览器在网页搜索下载安装APK；或者在电脑使用豌豆荚或360手机助手下载APK。
如果“服务商”显示渠道商名称，则代表您的机具属于渠道定制机；渠道商为了保证其生态权利（提供独有的解决方案、专利或福利），我们将应用市场的控制权交给他们，他们可以调整该渠道出货机具的应用市场有哪些应用程序。销售人员一般都会讲清其销售设备的业务能力范围，而使用者购买前也建议向销售防确认是否能够满足自己的业务管理需求哦。
如果渠道应用市场缺少您需要使用的应用，您可以向渠道商反馈，争取应用程序的上架。"
202,function,M1,商米M1安装从网页下载或者蓝牙接收到本地的应用APK显示应用未安装或禁止未经授权的APP安装如何处理,如果您使用的是渠道定制机，而渠道合作伙伴在后台设置不允许安装第三分应用，则用户只能从商米应用市场下载安装应用，无法通过其他方式安装应用。
203,function,M1,商米M1如何查看机具是哪个渠道商出货的机具,您可点击 应用市场，选择“我的”，在页面下方的“服务商”所属名称。
204,function,M1,商米M1如何停用不必要的应用,M1不支持停用应用，对于自行安装的APP，您可以尝试使用以下步骤卸载：在设备桌面长按APP图标拖拽到屏幕上方，出现删除图标放开卸载APP。
205,function,M1,商米M1为什么有部分应用无法卸载,如果您使用的是渠道定制机，而渠道合作伙伴在其专属应用市场将部分应用设置为默认启动，则用户无法在旗下机具上删除这部分应用。
206,function,M1,商米M1机器内置什么输入法安装了第三方输入法怎么切换,M1内置谷歌输入法，如果您安装了第三方输入法，请在随意一个允许输入的界面，按右下角的小键盘图标->选择键盘->将您需要使用的输入法启用，然后点击小键盘图标切换方可使用。
207,function,M1,商米M1系统更新会自动下载吗会不会影响到日常工作,为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
208,function,M1,商米M1怎么擦你能禁止系统及应用在3G状态下自动更新,"1.关闭系统自动更新：默认在3G状态下不会自动进行系统更新。
2.关闭自动下载应用：打开应用市场->我的->开启“省流量模式”。"
209,function,M1,商米M1如何恢复出厂设置,点击 设置->其他设置->备份和重置->恢复出厂设置。（注意：恢复出厂设置将会清除机器所有数据，请谨慎操作）
210,function,M1,商米M1可以提供系统刷机包吗,为了系统安全考虑，商米不提供系统刷机包。但是我们会持续给现有机具通过OTA方式推送系统更新。
211,function,M1,商米M1可以提供系统刷机包吗商米设备既然是安卓操作系统那么是否可以获取ROOT权限,为了设备的安全性和系统稳定性考虑，商米限制不能获取到设备的root权限。
212,function,M1,商米M1设备设置了PIN码锁屏但是忘记锁屏密码怎么处理,如您忘记密码需要重新刷机，请联系售后处理。
213,function,M1,商米M1系统安全模式是什么,安全模式是安卓系统的一个特殊模式，它的原理与Windows 的安全模式相似。如果安卓系统出现类似软件，例如应用程序引发的死机、重启或电池很快耗尽，此时可进入安全模式来检查问题是否为应用程序所造成。在安全模式中，系统不会加载非预装应用程序，仅会就自身的系统来进行正常启动。这样用户便能进行系统检测、修复错误，或卸载有问题的应用程序。
214,function,M1,商米M1如何进入安全模式,"在开机显示开机动画时，按住""音量减""键直到进入系统桌面，此时桌面左下方显示「安全模式」即表示成功。"
215,function,M1,商米M1如何退出安全模式,重新启动即可退出。
216,function,M1,商米M1内置GPS芯片吗是否支持GPS定位吗,"M1出货机器中型号为“M1”的机型没有内置GPS，而“M1-L”、“M1-NL”和“M1-B18”(海外版)的机型内置GPS芯片（在设置->关于设备 中查看“型号”是哪款机型）。
用户可以在设置->位置信息中开启定位服务开关，同时在下方的模式中可以选择通过GPS定位或者网络定位。
选择网络定位模式，一旦接入网络，无论是Wifi还是3G，都可以快速获取位置，适合在室内环境使用，但是没有GPS定位那么精准。GPS定位准确度最好，但是定位速度较网络定位长，并且在室内环境无法使用了，必须在室外空旷处才能寻找到卫星信号完成定位。"
217,function,M1,商米M1如何取消点击屏幕导航按键的震动效果,在设置->提示音和通知，点选右上角设置齿轮图标，关闭“触摸提示音”。
218,accessories,M1,商米M1是否支持外接其他设备,M1可以通过蓝牙连接外部蓝牙打印机；而机身侧面的MicroUSB接口只作连接电脑调试使用，不支持OTG连接USB设备。
219,malfunction,M1,商米M1硬件管家可以检查哪些项目,"硬件管家支持检测以下项目：
1、硬件管家->本机信息：可查看设备的详细信息及参数；
2、硬件管家->网络状况：可查看/测试本机网络情况、测试信号强度和网络稳定性；
3、硬件管家->扫描头：检测设备的扫描头状况；
4、硬件管家->显示屏：可设置屏幕亮度并测试显示屏颜色是否正确；
5、硬件管家->触屏：可测试设备触屏灵敏度是否无误。
6、硬件管家->喇叭：可诊断设备的喇叭状态；"
220,malfunction,M1,商米M1开不了机如设备电量过低如何处理,若电池电量完全耗尽，请连接标配的电源适配器，充电20分钟以后查看屏幕是否正常显示充电状态。
221,malfunction,M1,商米M1无法充电怎么处理,"请您尝试以下方法：
1.请连接标配的充电底座， 若电池电量完全耗尽，至少充电30分钟以后查看是否恢复正常。
2.如果在同时运行多个应用和上网的同时为电池充电，机器可能会发热。这是正常现象。在温度过高时电池可能会因避免过热而停止充电。关机闲置5分钟后查看是否恢复正常。
3. 重新插拔充电器，或者有条件可更换充电底座交叉测试。"
222,malfunction,M1,商米M1安装应用时提示储存空间不足怎么处理,"请检查“可用空间”是否过少，步骤：硬件管家->存储。
如果可用空间大于500MB，可能是某个应用自身出现问题引起，重启机具再安装试试。
如果可用空间低于500MB，需要卸载部分不用的应用，释放更多空间再安装应用。"
223,malfunction,M1,商米M1使用卡顿怎么处理,"请尝试以下方法：
1. 机器在同时运行多个应用时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程，步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
2. 清理应用的缓存数据和垃圾文件。步骤：设置->应用程序管理->选择相应的程序->清除缓存。
3. 升级系统到最新的版本以获得更好的使用体验。"
224,malfunction,M1,商米M1设备死机,"机具死机无法操作时可以持续按住电源键13秒，机具将自动重启，试试机器是否恢复正常。
如何要了解死机的原因，就需要观察死机重启的频率：偶尔死机 还是 经常死机
偶尔死机：可能是出现资源冲突导致死机，这并非机具问题。建议您及时关闭不使用的应用(步骤:按下□键，选择清扫图标，进行一键清理内存。)，保留业务APP并卸载不常用的APP，重启机具后再观察一段时间。
经常死机：确认是否任何操作都会出现死机。
否->确认近期是否安装了某个应用后导致设备突然异常死机，或者在运行个别应用死机，应该是应用自身出现问题引起，建议您卸载该应用重新安装，或者下载安装其他类似应用代替，观察是否还会死机。
是->尝试恢复出厂设置，以及升级系统到最新的版本。"
225,malfunction,M1,商米M1扫码模糊反应速度慢怎么解决,"1.M1使用的是200万像素定焦摄像头，按照推荐的扫码距离拍摄更清晰，而超过距离的会由于图像不清晰而导致扫码失败。（注：2016年10月之前生产的老款镜头调焦距离为13cm（可以理解为镜头到物体在13cm处最清晰），2016年10月后生产的新款镜头调焦距离为6.5cm）
2.扫码速度与网络、光线等因素有关，您可以在光线充足的环境调整拍摄角度试试。
3.确认使用扫码的APP是否有调用商米的扫码SDK：为了提升机具的扫码识别率，我们特别推出了扫码SDK供软件商调用（使用网上的通用方法虽然能用，但不是最好的，会比我们的扫码SDK慢30%左右），如果对扫码有特别需求的情况下可以使用我司提供的SDK。"
226,malfunction,M1,商米M1APP使用时没有声音提示,"1. 测试其他APP是否有声音提示，如果只是某个APP没有提示音，其他APP可正常使用，请尝试卸载该APP重新安装。
2. 连续按下多次机具侧面的音量加键调高音量，并将音量模式选择为“全部”。如果音量仍然没有提高尝试重启机具观察是否恢复正常。
3. 不要屏蔽App通知：点击设置->提示音和通知->通知->应用通知->相应APP->屏蔽，看看是不是开启了屏蔽功能，如果开启，关闭即可。"
227,malfunction,M1,商米M1插入流量卡无法联网,"请按以下办法排查：
1. 请确认使用兼容的SIM卡(V1支持中国联通3G以及中国移动2G)，并确认SIM卡能被正常识别（有网络信号），没有存在欠费的问题。
2. 在开机状态，从屏幕顶部下滑，在快捷开关中点选(运营商名称)将""移动数据网络""开关开启。
3. 在屏幕上方出现3G信号图示但是不能联网，请开机后进入 设置->更多->移动网络->接入点名称(APN)；如果此页面显示空白，将无法正常连接网络。
点击右上角(+)号根据流量卡提供商提供的数据设置分别输入APN名称、接入点名称、MCC、MNC等选项，保存后勾选设置，稍等片刻再试试。
一般联通卡的接入点名称是【3gnet】，移动卡的接入点名称是【cmnet】；联通物联卡可在APN输入：【UNIM2M.NJM2MAPN】或 【UNIM2M.GZM2MAPN】，MCC改为【460】，MNC改为【06】；其他物联卡可根据服务商要求填写。"
228,malfunction,M1,商米M1连接WLAN时提示网络连接失败WiFi上网慢网络不稳定一会儿有网一会儿断,"1.尝试切换其他无线网络或移动网络测试，检查是否网络异常。
2.点击  设置-硬件管家-测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。
3.如果连接其他网络可以连接但是不能上网，可以尝试重新启动机具，试试是否恢复正常。"
229,malfunction,M1,商米M1APP使用时显示网络连接失败,"请用以下方法排查原因：
测试其他应用联网是否正常，如果其他应用能够联网，那么属于该应用的问题；
如果其他应用也不能联网，请尝试切换其他无线网络或移动网络测试，检查是否网络异常。点击  设置-硬件管家-测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
230,malfunction,M1,商米M1系统更新后开机显示未知错误请重启怎么办,请按照屏幕提示重启机器是否恢复正常，如果不行则需要送售后刷机处理。
231,function,K1,商米K1机器怎么关机,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
232,function,K1,商米K1机器怎么重启,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
233,function,K1,商米K1屏幕按什么都不动了一直卡死机状态,请您长按电源键11秒以上，设备会自动断电关机。
234,function,K1,商米K1我怎么插USB,主板上保护罩：用钥匙打开面板后可见，打开保护罩可露出主板上外部接口，如USB口、HDMI口、音频口、TF卡槽、网线口等。
235,function,K1,商米K1整机电源开关,连接整机电源接口通电后，整机电源开关控制主板及各个设备的供电。
236,function,K1,商米K1开机设置说明,"初次开启自助设备，完成初次设置只需简单几步：
·连接电源线，短按电源键开机启动，进入首次开机界面，点击【开始设置】按提示操作即可。本机可选择2种上网模式。
连接WLAN
·点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
通过LAN连网
·插入网线连接网络，T2 网线接口位于底座背面塑料壳内，从底下缺口轻轻打开。"
237,function,K1,商米K1如何下载／使用应用,请在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
238,function,K1,商米K1什么是霸屏模式,霸屏模式是针对自助模式或业务独占设备的场景打造的系统级功能，如果合作伙伴在商米合作伙伴平台将渠道出货的设备设置霸屏应用启动后，将不允许最终用户从当前界面中退出。
239,function,K1,"商米K1霸屏应用出现问题无法响应怎么办
划屏无反应屏幕无响应",当您所使用的收银机运行霸屏应用出现问题无法响应时，可以长按电源键5秒，并在弹出界面的右上角选择“退出霸屏”，输入密码来解锁霸屏返回桌面。
240,function,K1,商米K1霸屏模式的密码怎么解锁,注意：默认的霸屏解锁密码（4位数字）为【1234】，合作伙伴可以在商米合作伙伴平台的霸屏模式中修改解锁密码。
241,function,K1,商米K1怎么截屏,点击首页底部右小角的截屏按键即可截屏。截取的图片可以在“图库”->“屏幕截图”中查看。
242,function,K1,商米K1截图照片的存储路径,\内部存储\ Screenshot
243,function,K1,商米K1如何查看无线网卡MAC地址,点击 设置-> WLAN ，点击右上角齿轮图标，即可显示无线网卡MAC地址。
244,function,K1,商米K1如何查看有线网卡MAC地址,点击 设置->有线网，即可显示有线网卡MAC地址。
245,function,K1,商米K1有线网连接后如何设置固定IP联网,连接网线后，点击 设置->有线网->静态->输入静态IP设置。注意：静态的IP地址、网络前缀长度、DNS和网关的数据需要咨询您店铺的网络管理员获取。
246,function,K1,商米K1WiFi连接后如何设置固定IP联网,"成功连接WiFi后，点击 设置->WLAN，长按已连接的WiFi名称，在弹出菜单中选择“修改网络”，点击“高级选项”右侧的下箭头，可进行静态IP设置。
注意：静态的IP地址、网络前缀长度、DNS和网关的数据需要咨询您店铺的网络管理员获取。
"
247,function,K1,商米K1如何将机器升级到最新的系统版本,"1、在机器联网状态，点击 桌面的【系统更新】。
2、当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3、系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
248,function,K1,商米K1如何查看当前的系统版本,系统版本：点击 设置->关于->版本号；
249,function,K1,商米K1系统更新会自动下载吗会不会影响到日常工作,"为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
合作伙伴还可以申请“升级审批”权限通过合作伙伴平台将所有已发布的系统升级，在内部进行测试后，再开放给渠道其他设备下载。"
250,function,K1,商米K1如何恢复出厂设置,"点击 设置- >备份和重置->恢复出厂设置。
注意：恢复出厂设置将会清除机器所有数据，请谨慎操作。"
251,function,K1,商米K1设置锁屏但是忘记锁屏密码怎么处理,合作伙伴可以通过商米合作伙伴平台通过远程方式清除锁屏密码；如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。
252,function,K1,商米K1如何调整文字显示大小,在主画面点击“设置”->“显示”->“字体大小”，此处可缩小或放大屏幕上文字。
253,function,K1,商米K1如何调整屏幕显示大小,在主画面点击“设置”->“显示”->“显示大小”，此处可缩小或放大屏幕上显示的内容，部分App的显示位置可能会有变动。
254,function,K1,商米K1为什么文字变成加粗黑体显示,检查是否开启了“高对比度文字”显示，在桌面点击 设置 -> 无障碍 中可以选择启用或关闭。
255,function,K1,商米K1如何调节音量大小,主屏幕最下方，第一个按钮是音量-，第四个按钮是音量+
256,function,K1,商米K1自助收银机使用哪种规格的热敏纸,自助收银机使用80mm*80mm的热敏纸，纸卷直径最大支持80mm。
257,malfunction,K1,商米K1屏幕黑屏,请您打开主板保护罩，关闭电源开关，等待五分钟重启设备。
258,malfunction,K1,商米K1如何将机器升级到最新的系统版本,"请您按照以下方法操作：
1、在机器联网状态，点击 桌面的【系统更新】。
2、当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3、系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
259,malfunction,K1,商米K1系统不断自动重启,此问题需要升级系统版本，关闭电源- >间隔5秒钟在开电源- >关闭WiFi- >连接有线网升级系统；
260,malfunction,K1,商米K1内置打印机是否支持打印热敏标签不干胶标签,自助收银机内置的是热敏票据打印机，不支持打印不干胶标签，建议购买专用的标签打印机外接使用。
261,malfunction,K1,商米K1打印机不出纸,"请您按照以下方法操作：
1.设备重启->硬件管家打印小票->能打印则打印机无故障，请检查应用。
2.硬件管家不能打印小票->打印自检页是否正常->OK，检查连接线、卡扣及面板是否损坏；
3.如以上方法均无效，请联系人工客服报修"
262,malfunction,K1,商米K1打印机不切纸,1.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，如仍不切纸请联系人工客服报修
263,malfunction,K1,商米K1打印机纸仓盖关盖不切纸上纸困难上纸关纸盖红灯报警打印机不工作,"1.检查卡扣及面板是否损坏，若损坏请联系人工客服报修
2.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，仍不切纸请联系人工客服报修"
264,malfunction,K1,商米K1打印机纸仓盖关不紧,请检查卡扣及面板是否损坏，若损坏请联系人工客服报修
265,malfunction,K1,商米K1打印机经常卡纸堵在亚克力面板口,"1.检查卡扣及面板是否损坏，若损坏换打印机；
2.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，仍不切纸请联系人工客服报修"
266,malfunction,K1,商米K1打印机走纸异常打印字体压缩走纸卡顿只打印一小节纸就切纸,此问题请您重新安装打印纸方可解决
267,malfunction,K1,商米K1打印模糊机头烧变形外观损坏,请联系人工客服报修
268,malfunction,K1,商米K1显示屏黑屏,"1.检查主板指示灯（蓝灯）是否亮起，若不亮，断电3分钟再开启电源开关（用户有时快速开关机造成主板偶尔启不来），若灯仍不亮，则需进行报修
2.若主板指示灯正常，关电源，间隔5秒钟在开电源，开机过程中，注意听系统启动声音，若听到系统“叮咚”声但显示屏依然黑屏，请检查主板上接线是否松动，如拔插还是无法解决，则需进行报修
3.若未听到系统“叮咚”声，则系统未启动，则需进行报修"
269,malfunction,K1,商米K1长时间不用显示屏自动黑屏,请查看主板指示灯（蓝灯）是否亮起和重启听系统启动声音，如有声音，则需要报修。
270,malfunction,K1,商米K1显示屏内部分区域现鳞状纹理或色彩不均匀,此现象是由于屏幕内有水汽导致，因为设备长时间存放在湿度比较高的地方，初次开机会有这个现象，开机2小时左右就自动消失，后续正常使用不会出现的
271,malfunction,K1,商米K1开机卡在sunmi花界面无法启动,请联系售后报修
272,malfunction,K1,商米K1触摸屏部分区域触摸无反应,"请您通过以下方式检测：
1.先重启设备后在硬件管家->触摸屏->触摸测试->用手指划线确定不良区域；
2.设置->关于设备->固件版本号处连续点击6次->测试工具->PCBA_CIT->点击TP_Sensor测试进行校验，校验中手不要触碰触摸屏；
3.校验成功后可解决该问题。
4.校验完成后仍然无法解决，请联系售后报修。"
273,malfunction,K1,商米K1屏内有异物,此问题是运输途中振动进入碎屑，一般不影响正常试用，如需处理，可以联系售后报修。
274,malfunction,K1,商米K1刷脸支付闪屏页面切换有轻微闪屏,"请您通过以下方式操作：
1.请您降低屏幕亮度和喇叭音量，设置->显示->亮度，调至约70%；设置->声音->媒体和通知音量，调至约70%；
2.若调整亮度和音量无效，请联系售后报修。"
275,malfunction,K1,商米K1喇叭声音卡顿,"请您通过以下方式操作：
1.降低屏幕亮度和喇叭音量，设置->显示->亮度，调至约70%；设置->声音->媒体和通知音量，调至约70%；
2.若调整亮度和音量无效，请联系售后报修。"
276,malfunction,K1,商米K1喇叭没有声音,"请您通过以下方式操作：
1.硬件管家->喇叭->点击播放按钮听播报是否有声音。如无声音，请检查主板音频线是否松动，重新插拔仍未解决，请联系售后报修。
2.硬件管家播放有声音且正常，请重启检查客户端应用程序；有声音且伴有卡顿，请联系售后报修。"
277,malfunction,K1,商米K1得利捷扫码器一扫码就一直嘟嘟响,这是由于扫码器数据传输线松动导致，请重新插拔USB口端，如无效请插拔RJ45端使用。
278,malfunction,K1,商米K1扫码器无故出声偶现和扫码器灯不亮,请重新通过插拔扫码器电源线接口（主板取电接口或扫码器电源口）方可解决此问题。
279,malfunction,K1,商米K1扫码器红灯不亮绿灯常亮但伴有上闪烁,请您联系售后报修。
280,malfunction,K1,商米K1扫码器扫码难扫扫码不识别,请您联系售后报修。
281,malfunction,K1,商米K1WiFi信号很弱,"请您通过以下方式操作：
1.拧掉WiFi天线，把天线SMA接口拍照传回，检查天线SMA接口内是否有插针且插针是否损坏内陷；
2.天线若没有问题，请检查外部网络是否正常，可以换一个WiFi测试下或者连接手机热点测试，如可正常上网，请优化现场网络环境。"
282,malfunction,K1,商米K1有线网连接不上或连一会就自动断网,请检查外部网络是否正常，检查（网络常规配置是否正确、获取方式、ip地址是否冲突、ping包等）
283,malfunction,K1,商米K1手摸机壳会手发麻,请联系电工做接地处理，建议使用全铜材质的电线做接地。
284,function,D2,商米D2屏幕尺寸,我们的屏幕尺寸是15.6寸
285,function,D2,商米D2机器怎么关机,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
286,function,D2,商米D2机器怎么重启,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
287,function,D2,商米D2屏幕按什么都不动了一直卡死机状态,请您长按电源键11秒以上，设备会自动断电关机。
288,function,D2,"商米D2接口用途

","1. 电源接口：用于连接收银机的电源适配器
2. 钱箱接口：只支持24V/1A钱箱
3. 网线口：连接有线网，无WiFi网络环境使用
4. USB2.0接口(四个)：用于连接扫码盒、扫码枪、小票打印机/标签打印机
5. RJ11串口：用于连接电子秤，需要购买RJ11-RS232转接线使用
6. 音频口：用于连接音箱
7. TF卡槽：支持插入存储卡，最大支持64GB
8. USB调试口：仅在设备调试时使用"
289,function,D2,商米D2开机初始化设置,"初次开启商米设备，完成初次设置只需简单几步：
连接电源适配器，短按电源键开机启动，进入首次开机界面，点击【开始设置】按提示操作即可。"
290,function,D2,商米D2联网设置,"本机可选择2种上网模式。
1. 连接WLAN：
点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
2. 通过LAN连网：
插入网线连接网络，D1 网线接口位于底座背面塑料壳内，从底下缺口轻轻打开。"
291,function,D2,商米D2连接网线后如何设置固定IP联网,接入网线后，点击 设置->有线网->静态->输入静态IP设置。
292,function,D2,商米D2如何下载／使用应用,您可在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
